Date,Open,High,Low,Close,Adj Close,Volume
2020-01-06,25.059999,25.389999,25.055000,25.059999,24.673622,22100
2020-01-13,25.059999,25.410000,25.020000,25.398001,25.006413,18200
2020-01-20,25.250000,25.280001,25.010000,25.084000,24.697252,31700
2020-01-27,24.570000,24.799999,24.305000,24.349001,23.973587,1397900
2020-02-03,24.270000,24.730000,24.173000,24.367001,23.991308,84000
2020-02-10,24.430000,24.860001,24.389999,24.559999,24.181332,563400
2020-02-17,24.490000,24.570000,24.360001,24.445999,24.069090,20400
2020-02-24,23.400000,23.605000,21.264999,21.782000,21.446163,2161600
2020-03-02,21.740000,22.660000,21.445000,21.670000,21.335892,178200
2020-03-09,20.240000,20.520000,16.610001,17.520000,17.249876,502600
2020-03-16,15.730000,16.410000,14.530000,14.838000,14.609227,387600
2020-03-23,14.950000,18.055000,14.500000,17.370001,17.102190,353200
2020-03-30,17.360001,17.934999,16.730000,16.790001,16.531132,325800
2020-04-06,17.299999,18.750000,17.299999,18.730000,18.441219,65100
2020-04-13,18.680000,18.740000,17.780001,18.559999,18.273840,243400
2020-04-20,18.260000,18.530001,17.612000,18.320000,18.037540,548700
2020-04-27,18.430000,19.500000,18.337999,18.370001,18.086771,42300
2020-05-04,18.260000,18.959999,18.259001,18.958000,18.665705,66400
2020-05-11,18.680000,18.950001,17.650000,18.100000,17.820934,53700
2020-05-18,18.681000,19.080000,18.620001,18.736000,18.447128,41000
2020-05-25,19.160000,19.719000,19.090000,19.327999,19.029999,27600
2020-06-01,19.480000,21.150000,19.473000,21.003000,20.679174,104100
2020-06-08,21.184999,21.309999,19.020000,19.410000,19.110735,19900
2020-06-15,19.209999,20.100000,19.209999,19.458000,19.458000,37200
2020-06-22,19.570000,19.980000,19.100000,19.139999,19.139999,128000
2020-06-29,19.200001,19.745001,19.110001,19.573999,19.573999,44600
2020-07-06,19.740999,19.809999,19.264999,19.545000,19.545000,26400
2020-07-13,19.600000,20.160000,19.399000,19.979000,19.979000,38600
2020-07-20,20.040001,20.160000,19.799999,19.830000,19.830000,27700
2020-07-27,19.865000,20.176001,19.430000,19.549999,19.549999,255500
2020-08-03,19.750000,20.299999,19.708000,20.024000,20.024000,30900
2020-08-10,20.110001,20.799999,20.049999,20.226999,20.226999,35700
2020-08-17,20.430000,20.510000,19.920000,20.048000,20.048000,27100
2020-08-24,20.330000,20.410000,20.150000,20.330000,20.330000,25500
2020-08-31,20.250000,20.330000,19.465000,19.774000,19.774000,32000
2020-09-07,19.530001,19.950001,19.388000,19.650000,19.650000,30700
2020-09-14,19.850000,20.180000,19.702000,19.740999,19.740999,29800
2020-09-21,19.100000,19.260000,18.760000,19.051001,19.051001,36100
2020-09-28,19.510000,19.520000,19.219999,19.466999,19.466999,31700
2020-10-05,19.700001,20.020000,19.441000,20.020000,20.020000,15300
2020-10-12,19.950001,20.059000,19.139999,19.510000,19.510000,35600
2020-10-19,19.530001,19.577000,19.326000,19.549999,19.549999,512400
2020-10-26,19.480000,19.480000,18.320000,18.445999,18.445999,78100
2020-11-02,18.559999,19.940001,18.540001,19.834999,19.834999,45400
2020-11-09,21.020000,21.580000,20.735001,21.431000,21.431000,349800
2020-11-16,21.780001,21.940001,21.469999,21.650000,21.650000,316000
2020-11-23,21.700001,22.150000,21.580000,21.959999,21.959999,367100
2020-11-30,21.959999,22.100000,21.440001,22.030001,22.030001,1229900
